Date,Open,High,Low,Close,Adj Close,Volume
2023-08-02,129.839996,130.419998,127.849998,128.639999,128.639999,22705800
2023-08-03,128.369995,129.770004,127.775002,128.770004,128.770004,15018100
2023-08-04,129.600006,131.929993,128.315002,128.539993,128.539993,20509500
2023-08-07,129.509995,132.059998,129.429993,131.940002,131.940002,17621000
2023-08-08,130.979996,131.940002,130.130005,131.839996,131.839996,16836000
2023-08-09,132.190002,132.470001,129.505005,130.149994,130.149994,17745200
2023-08-10,131.970001,132.647003,130.035004,130.210007,130.210007,17855700
2023-08-11,129.201996,130.440002,128.750000,130.169998,130.169998,15191500
2023-08-14,129.850006,131.910004,129.589996,131.830002,131.830002,17526200
2023-08-15,131.589996,131.990005,129.819000,130.270004,130.270004,14769200
2023-08-16,129.279999,130.897995,128.460007,129.110001,129.110001,17548400
2023-08-17,130.449997,132.490997,129.850006,130.460007,130.460007,23665600
2023-08-18,129.059998,129.830002,127.000000,128.110001,128.110001,23619400
2023-08-21,127.849998,129.259995,127.160004,128.929993,128.929993,21851100
2023-08-22,129.130005,130.949997,128.925003,129.690002,129.690002,15569400
2023-08-23,130.850006,134.070007,130.509995,133.210007,133.210007,26497000
2023-08-24,134.727005,134.970001,130.300003,130.419998,130.419998,18680400
2023-08-25,130.139999,131.399994,128.039993,130.690002,130.690002,20678100
2023-08-28,132.080002,133.240005,130.850006,131.789993,131.789993,16715500
2023-08-29,132.998001,137.294998,132.979996,135.490005,135.490005,30803300
2023-08-30,135.570007,137.250000,135.020996,136.929993,136.929993,21773400
2023-08-31,137.050003,138.399994,136.820007,137.350006,137.350006,28147900
2023-09-01,138.429993,138.580002,135.940002,136.800003,136.800003,16665700
2023-09-05,136.440002,137.369995,135.559998,136.710007,136.710007,17730200
2023-09-06,137.014999,137.479996,134.690002,135.369995,135.369995,15814300
2023-09-07,134.600006,136.580002,133.960007,136.199997,136.199997,16976000
2023-09-08,135.869995,137.514999,135.869995,137.199997,137.199997,17810700
2023-09-11,137.380005,138.264008,136.550003,137.740005,137.740005,17180800
2023-09-12,137.130005,137.639999,135.929993,136.070007,136.070007,15212900
2023-09-13,135.899994,137.699997,134.929993,137.500000,137.500000,16394900
2023-09-14,138.389999,139.550003,137.059998,138.990005,138.990005,19064600
2023-09-15,138.800003,139.360001,137.179993,138.300003,138.300003,48947600
